semana,app_id,canal,installs,compradores_unicos,total_compras,revenue_usd,arpi,ticket_promedio
2026-06-15,id1531467766,googleadwords_int,222,620,620,1164.652039,5.246180358,1.878471031
2026-06-15,id1531467766,miqdigitaluk,10,161,161,420.409344,42.0409344,2.611238162
2026-06-15,id1531467766,Digital_Web_LCDLF,0,72,72,374.805591,,5.205633208
2026-06-15,id1531467766,sojoyapp_int,13,100,100,268.8571461,20.68131893,2.688571461
2026-06-15,id1531467766,Digital,328,12,12,20.13147606,0.0613764514,1.677623005
2026-06-15,id1531467766,,434,5,5,8.664654606,0.01996464195,1.732930921
2026-06-15,id1531467766,OneFootball,241,7,7,4.322833842,0.01793706989,0.6175476918
2026-06-15,id1531467766,Digital_Web_Univision,0,0,0,,,
2026-06-15,id1531467766,Social_Televisa,0,0,0,,,
2026-06-15,com.univision.prendetv,starrisedzf_int,0,0,0,,,
2026-06-15,com.univision.prendetv,QR_code,29,0,0,,,
2026-06-15,id1531467766,TikTok_Paid,24,1,1,,,
2026-06-15,com.univision.prendetv,MiQ_int,28,0,0,,,
2026-06-15,com.univision.prendetv,miqdigitaluk,214,16,16,,,
2026-06-15,com.univision.prendetv,Social_Facebook_longform,32,0,0,,,
2026-06-15,com.univision.prendetv,Facebook_Paid,0,0,0,,,
2026-06-15,com.univision.prendetv,Twitter_Paid,215,2,2,,,
2026-06-15,id1531467766,starrisedzf_int,0,0,0,,,
2026-06-15,com.univision.prendetv,Social_Facebook_image,0,0,0,,,
2026-06-15,com.univision.prendetv,Social_tiktok,19,0,0,,,
2026-06-15,com.univision.prendetv,crm_vix_avod_eml,0,0,0,,,
2026-06-15,id1531467766,Twitter_Paid,28,0,0,,,
2026-06-15,com.univision.prendetv,oppopaipreinstall_int,14,0,0,,,
2026-06-15,id1531467766,Social_instagram,0,0,0,,,
2026-06-15,com.univision.prendetv,crm_vix_svod_eml,2,0,0,,,
2026-06-15,id1531467766,influencers,0,0,0,,,
2026-06-15,com.univision.prendetv,bcnagency,18379,310,310,,,
2026-06-15,id1531467766,Altan_Redes,1,0,0,,,
2026-06-15,com.univision.prendetv,lychee,439102,7402,7412,,,
2026-06-15,id1531467766,QR_code_Arelys,0,0,0,,,
2026-06-15,com.univision.prendetv,world_cup_sports_page,77,2,2,,,
2026-06-15,id1531467766,crm_vix_svod_eml,0,0,0,,,
2026-06-15,com.univision.prendetv,Digital_Web_LCDLF,0,4,4,,,
2026-06-15,com.univision.prendetv,Altan_Redes,40,0,0,,,
2026-06-15,com.univision.prendetv,TikTok_Paid,9,0,0,,,
2026-06-15,com.univision.prendetv,Social_Facebook_comment,0,0,0,,,
2026-06-15,id1531467766,world_cup_sports_page,8,0,0,,,
2026-06-15,com.univision.prendetv,entravision,40912,395,395,,,
2026-06-15,com.univision.prendetv,,1155,8,8,,,
2026-06-15,id1531467766,Social_YouTube_longform,0,0,0,,,
2026-06-15,id1531467766,QR_code,19,1,1,,,
2026-06-15,com.univision.prendetv,tiktokglobal_int,26315,1261,1262,,,
2026-06-15,com.univision.prendetv,Web_article,0,0,0,,,
2026-06-15,com.univision.prendetv,Digital_Web_Univision,0,0,0,,,
2026-06-15,com.univision.prendetv,winclap,6312,206,206,,,
2026-06-15,com.univision.prendetv,dv360_int,0,80,80,,,
2026-06-15,com.univision.prendetv,product_vix,39957,1117,1117,,,
2026-06-15,com.univision.prendetv,Cross_sale,0,0,0,,,
2026-06-15,id1531467766,Social_Facebook_image,0,0,0,,,
2026-06-15,com.univision.prendetv,Social_facebook,13,0,0,,,
2026-06-15,com.univision.prendetv,Social_instagram,2,0,0,,,
2026-06-15,id1531467766,Social_facebook,0,1,1,,,
2026-06-15,com.univision.prendetv,Treble,1,0,0,,,
2026-06-15,com.univision.prendetv,organic,308553,4162,4164,,,
2026-06-15,com.univision.prendetv,googleadwords_int,190718,3971,3973,,,
2026-06-15,com.univision.prendetv,xiaomipai_int,10,0,0,,,
2026-06-15,com.univision.prendetv,rocket,3364,2201,2203,,,
2026-06-15,com.univision.prendetv,Digital_Promo,0,0,0,,,
2026-06-15,com.univision.prendetv,Product_vix,0,0,0,,,
2026-06-15,id1531467766,Digital_Promo,0,0,0,,,
2026-06-15,id1531467766,Product_vix,0,0,0,,,
2026-06-15,id1531467766,Social_tiktok,6,0,0,,,
2026-06-15,com.univision.prendetv,Social_YouTube_longform,8,0,0,,,
2026-06-15,com.univision.prendetv,Digital,421,4,4,,,
2026-06-15,id1531467766,dv360_int,0,1,1,,,
2026-06-15,com.univision.prendetv,QR_code_Arelys,0,0,0,,,
2026-06-15,com.univision.prendetv,OneFootball,604,4,4,,,
2026-06-15,id1531467766,Facebook_Paid,0,0,0,,,
2026-06-15,com.univision.prendetv,appgradear424,480921,2948,2948,,,
2026-06-15,id1531467766,Social_Univision,0,0,0,,,
2026-06-15,id1531467766,Social_Facebook_longform,1,0,0,,,
2026-06-15,id1531467766,MiQ_int,0,0,0,,,
2026-06-22,id1531467766,lychee,220317,4801,4801,11999.40053,0.05446425163,2.499354411
2026-06-22,id1531467766,appgradear424,107707,3710,3710,9508.385195,0.08828010431,2.562907061
2026-06-22,id1531467766,organic,69470,1107,1108,2936.381218,0.04226833479,2.650163554
2026-06-22,id1531467766,rocket,48337,709,709,1042.175364,0.02156061328,1.46992294
2026-06-22,id1531467766,tiktokglobal_int,245,208,208,604.7043511,2.468181025,2.907232457
2026-06-22,id1531467766,product_vix,6443,510,510,555.482119,0.08621482524,1.089180625
2026-06-22,id1531467766,entravision,2126,120,120,410.6171978,0.1931407327,3.421809982
2026-06-22,id1531467766,googleadwords_int,116,189,190,359.591599,3.099927577,1.892587363
2026-06-22,id1531467766,Apple Search Ads,30565,213,213,345.9567275,0.01131872166,1.624209988
2026-06-22,id1531467766,bcnagency,18,72,73,192.4032438,10.6890691,2.635660874
2026-06-22,id1531467766,Digital_Web_LCDLF,0,18,18,128.1625249,,7.120140273
2026-06-22,id1531467766,miqdigitaluk,3,11,11,88.37771439,29.45923813,8.034337672
2026-06-22,id1531467766,sojoyapp_int,0,8,8,36.56767256,,4.57095907
2026-06-22,id1531467766,Digital,204,10,10,19.95140049,0.09780098281,1.995140049
2026-06-22,id1531467766,world_cup_sports_page,7,1,1,8.45428349,1.207754784,8.45428349
2026-06-22,id1531467766,Social_Facebook_image,0,0,0,,,
2026-06-22,com.univision.prendetv,Digital,500,0,0,,,
2026-06-22,com.univision.prendetv,Digital_Web_LCDLF,0,2,2,,,
2026-06-22,id1531467766,Product_vix,0,0,0,,,
2026-06-22,com.univision.prendetv,googleadwords_int,35583,718,718,,,
2026-06-22,id1531467766,Social_Facebook_longform,1,0,0,,,
2026-06-22,id1531467766,Web_article,0,0,0,,,
2026-06-22,com.univision.prendetv,influencers,0,0,0,,,
2026-06-22,com.univision.prendetv,Digital_Web_Univision,0,0,0,,,
2026-06-22,com.univision.prendetv,Digital_Promo,0,0,0,,,
2026-06-22,com.univision.prendetv,crm_vix_engagment_vixmusica,0,0,0,,,
2026-06-22,com.univision.prendetv,Social_Facebook_image,0,0,0,,,
2026-06-22,com.univision.prendetv,appgradear424,137263,1181,1182,,,
2026-06-22,com.univision.prendetv,Facebook_Paid,0,0,0,,,
2026-06-22,com.univision.prendetv,OneFootball,337,2,2,,,
2026-06-22,com.univision.prendetv,winclap,13256,151,151,,,
2026-06-22,com.univision.prendetv,Twitter_Paid,154,1,1,,,
2026-06-22,com.univision.prendetv,Social_Facebook_longform,9,0,0,,,
2026-06-22,com.univision.prendetv,Product_vix,0,0,0,,,
2026-06-22,com.univision.prendetv,lychee,286986,2096,2098,,,
2026-06-22,id1531467766,MiQ_int,0,0,0,,,
2026-06-22,id1531467766,,167,2,2,,,
2026-06-22,id1531467766,Facebook_Paid,1,0,0,,,
2026-06-22,com.univision.prendetv,world_cup_sports_page,34,1,1,,,
2026-06-22,id1531467766,Social_Televisa,0,0,0,,,
2026-06-22,com.univision.prendetv,dv360_int,0,18,18,,,
2026-06-22,id1531467766,QR_code_Arelys,0,0,0,,,
2026-06-22,id1531467766,Social_Univision,0,0,0,,,
2026-06-22,com.univision.prendetv,Social_Televisa,0,0,0,,,
2026-06-22,com.univision.prendetv,oppopaipreinstall_int,5,0,0,,,
2026-06-22,com.univision.prendetv,xiaomipai_int,1,1,1,,,
2026-06-22,id1531467766,TikTok_Paid,4,2,2,,,
2026-06-22,com.univision.prendetv,rocket,4283,623,623,,,
2026-06-22,id1531467766,Social_facebook,0,0,0,,,
2026-06-22,com.univision.prendetv,Altan_Redes,55,0,0,,,
2026-06-22,com.univision.prendetv,Treble,0,0,0,,,
2026-06-22,id1531467766,Altan_Redes,3,0,0,,,
2026-06-22,id1531467766,dv360_int,0,0,0,,,
2026-06-22,com.univision.prendetv,Social_instagram,0,0,0,,,
2026-06-22,id1531467766,crm_vix_svod_eml,0,0,0,,,
2026-06-22,com.univision.prendetv,tiktokglobal_int,6459,194,194,,,
2026-06-22,com.univision.prendetv,QR_code,53,0,0,,,
2026-06-22,com.univision.prendetv,starrisedzf_int,0,0,0,,,
2026-06-22,id1531467766,starrisedzf_int,0,0,0,,,
2026-06-22,id1531467766,Social_instagram,0,0,0,,,
2026-06-22,id1531467766,Twitter_Paid,16,0,0,,,
2026-06-22,com.univision.prendetv,Social_facebook,6,0,0,,,
2026-06-22,com.univision.prendetv,bcnagency,11852,56,57,,,
2026-06-22,com.univision.prendetv,TikTok_Paid,5,0,0,,,
2026-06-22,com.univision.prendetv,organic,450613,1685,1688,,,
2026-06-22,com.univision.prendetv,product_vix,21539,420,420,,,
2026-06-22,id1531467766,QR_code,28,0,0,,,
2026-06-22,com.univision.prendetv,entravision,2,30,30,,,
2026-06-22,com.univision.prendetv,crm_vix_avod_eml,0,0,0,,,
2026-06-22,id1531467766,Digital_Promo,0,0,0,,,
2026-06-22,id1531467766,Social_tiktok,5,0,0,,,
2026-06-22,com.univision.prendetv,crm_vix_svod_eml,0,0,0,,,
2026-06-22,com.univision.prendetv,Web_article,1,0,0,,,
2026-06-22,com.univision.prendetv,miqdigitaluk,26,0,0,,,
2026-06-22,com.univision.prendetv,MiQ_int,4,1,1,,,
2026-06-22,id1531467766,OneFootball,162,3,3,,,
2026-06-22,com.univision.prendetv,Social_tiktok,18,0,0,,,
2026-06-22,com.univision.prendetv,,833,6,6,,,
2026-06-22,id1531467766,Digital_Web_Univision,0,0,0,,,
2026-06-22,id1531467766,influencers,0,0,0,,,
2026-06-22,com.univision.prendetv,QR_code_Arelys,0,0,0,,,
2026-06-22,com.univision.prendetv,Social_YouTube_longform,1,0,0,,,
2026-06-29,id1531467766,lychee,244026,4084,4086,12515.69692,0.05128837467,3.063068261
2026-06-29,id1531467766,appgradear424,122976,2033,2034,7073.348385,0.05751812049,3.477555745
2026-06-29,id1531467766,organic,109172,1223,1224,3184.675074,0.02917117094,2.601858721
2026-06-29,id1531467766,rocket,46892,558,560,1108.869659,0.02364730997,1.980124391
2026-06-29,id1531467766,tiktokglobal_int,573,163,163,818.3809717,1.428239043,5.020742158
2026-06-29,id1531467766,product_vix,9438,483,483,497.4057866,0.05270245672,1.029825645
2026-06-29,id1531467766,Apple Search Ads,33906,273,273,455.7400027,0.01344127891,1.669377299
2026-06-29,id1531467766,googleadwords_int,215,156,156,360.2395879,1.675532967,2.309228128
2026-06-29,id1531467766,entravision,26332,92,92,240.5625987,0.009135751129,2.614810856
2026-06-29,id1531467766,bcnagency,6763,81,81,217.8793499,0.03221637586,2.689868518
2026-06-29,id1531467766,Digital_Web_LCDLF,0,15,15,140.0633035,,9.337553564
2026-06-29,id1531467766,sojoyapp_int,0,5,5,34.09041152,,6.818082304
2026-06-29,id1531467766,miqdigitaluk,7,11,11,29.66736936,4.238195623,2.697033579
2026-06-29,id1531467766,,0,2,2,11.39154017,,5.695770086
2026-06-29,id1531467766,OneFootball,361,5,5,8.536015972,0.02364547361,1.707203194
2026-06-29,com.univision.prendetv,Social_tiktok,24,0,0,,,
2026-06-29,id1531467766,Digital,376,2,2,,,
2026-06-29,id1531467766,starrisedzf_int,0,0,0,,,
2026-06-29,com.univision.prendetv,TikTok_Paid,13,0,0,,,
2026-06-29,com.univision.prendetv,Altan_Redes,128,0,0,,,
2026-06-29,com.univision.prendetv,QR_code_Arelys,0,0,0,,,
2026-06-29,com.univision.prendetv,rocket,4084,428,428,,,
2026-06-29,id1531467766,world_cup_sports_page,10,1,1,,,
2026-06-29,com.univision.prendetv,crm_vix_avod_eml,0,0,0,,,
2026-06-29,com.univision.prendetv,Social_Facebook_comment,0,0,0,,,
2026-06-29,com.univision.prendetv,appgradear424,143682,611,612,,,
2026-06-29,com.univision.prendetv,Product_vix,0,0,0,,,
2026-06-29,com.univision.prendetv,lychee,337786,1938,1939,,,
2026-06-29,id1531467766,MiQ_int,0,0,0,,,
2026-06-29,com.univision.prendetv,Social_Televisa,0,0,0,,,
2026-06-29,com.univision.prendetv,Digital_Promo,0,0,0,,,
2026-06-29,id1531467766,Social_tiktok,6,0,0,,,
2026-06-29,com.univision.prendetv,winclap,15131,92,92,,,
2026-06-29,id1531467766,Social_facebook,0,0,0,,,
2026-06-29,com.univision.prendetv,bcnagency,1937,13,13,,,
2026-06-29,com.univision.prendetv,QR_code,76,0,0,,,
2026-06-29,com.univision.prendetv,Facebook_Paid,1,0,0,,,
2026-06-29,id1531467766,influencers,0,0,0,,,
2026-06-29,com.univision.prendetv,Digital,708,0,0,,,
2026-06-29,com.univision.prendetv,xiaomipai_int,3,0,0,,,
2026-06-29,id1531467766,QR_code_Arelys,0,0,0,,,
2026-06-29,id1531467766,Product_vix,0,0,0,,,
2026-06-29,id1531467766,QR_code,30,0,0,,,
2026-06-29,com.univision.prendetv,Social_Facebook_image,0,0,0,,,
2026-06-29,com.univision.prendetv,Twitter_Paid,26,0,0,,,
2026-06-29,id1531467766,crm_vix_svod_eml,0,0,0,,,
2026-06-29,id1531467766,TikTok_Paid,21,0,0,,,
2026-06-29,com.univision.prendetv,Cross_sale,0,0,0,,,
2026-06-29,com.univision.prendetv,Digital_Web_LCDLF,0,1,1,,,
2026-06-29,com.univision.prendetv,dv360_int,0,9,9,,,
2026-06-29,com.univision.prendetv,starrisedzf_int,0,0,0,,,
2026-06-29,id1531467766,Social_instagram,0,0,0,,,
2026-06-29,com.univision.prendetv,MiQ_int,3,0,0,,,
2026-06-29,com.univision.prendetv,googleadwords_int,145911,618,618,,,
2026-06-29,com.univision.prendetv,Social_facebook,6,0,0,,,
2026-06-29,com.univision.prendetv,miqdigitaluk,363,5,5,,,
2026-06-29,com.univision.prendetv,clips-landing-def,1,0,0,,,
2026-06-29,id1531467766,Facebook_Paid,0,0,0,,,
2026-06-29,com.univision.prendetv,Social_instagram,0,0,0,,,
2026-06-29,com.univision.prendetv,Social_YouTube_longform,0,0,0,,,
2026-06-29,com.univision.prendetv,tiktokglobal_int,10280,165,165,,,
2026-06-29,id1531467766,Twitter_Paid,0,0,0,,,
2026-06-29,id1531467766,Digital_Web_Univision,0,0,0,,,
2026-06-29,id1531467766,crm_vix_avod_eml,0,0,0,,,
2026-06-29,id1531467766,Digital_Promo,0,0,0,,,
2026-06-29,com.univision.prendetv,influencers,0,0,0,,,
2026-06-29,id1531467766,clips-landing-def,0,0,0,,,
2026-06-29,id1531467766,Altan_Redes,15,0,0,,,
2026-06-29,com.univision.prendetv,crm_vix_svod_eml,0,0,0,,,
2026-06-29,com.univision.prendetv,,1,1,1,,,
2026-06-29,id1531467766,Social_Televisa,0,0,0,,,
2026-06-29,id1531467766,Social_Facebook_longform,6,0,0,,,
2026-06-29,com.univision.prendetv,organic,447019,1344,1344,,,
2026-06-29,id1531467766,Web_article,0,0,0,,,
2026-06-29,com.univision.prendetv,OneFootball,395,0,0,,,
2026-06-29,com.univision.prendetv,world_cup_sports_page,23,0,0,,,
2026-06-29,id1531467766,Social_Univision,0,0,0,,,
2026-06-29,com.univision.prendetv,product_vix,29942,321,321,,,
2026-06-29,com.univision.prendetv,entravision,35339,13,13,,,
2026-06-29,id1531467766,dv360_int,0,0,0,,,
2026-06-29,com.univision.prendetv,Web_article,0,0,0,,,
2026-06-29,com.univision.prendetv,Digital_Web_Univision,0,0,0,,,
2026-06-29,com.univision.prendetv,Social_Facebook_longform,54,0,0,,,
2026-06-29,com.univision.prendetv,oppopaipreinstall_int,1,0,0,,,
2026-07-06,id1531467766,lychee,51460,1072,1074,5069.485651,0.09851312963,4.720191481
2026-07-06,id1531467766,appgradear424,233799,1306,1306,3783.970831,0.01618471777,2.897374296
2026-07-06,id1531467766,organic,80855,638,638,1782.616296,0.02204707558,2.794069429
2026-07-06,id1531467766,entravision,54362,469,470,671.4819091,0.01235204571,1.428684913
2026-07-06,id1531467766,rocket,23898,288,288,588.4363553,0.02462282849,2.043181789
2026-07-06,id1531467766,tiktokglobal_int,589,105,105,458.4454837,0.7783454732,4.366147464
2026-07-06,id1531467766,product_vix,4104,182,182,320.7279719,0.07815009063,1.762241604
2026-07-06,id1531467766,Apple Search Ads,23706,83,83,228.0955309,0.009621848095,2.748138927
2026-07-06,id1531467766,bcnagency,3741,45,45,121.9970279,0.03261080672,2.711045065
2026-07-06,id1531467766,googleadwords_int,134,76,77,109.4526783,0.8168110319,1.421463354
2026-07-06,id1531467766,Digital_Web_LCDLF,0,5,5,34.03248936,,6.806497871
2026-07-06,id1531467766,miqdigitaluk,15,4,4,19.70372462,1.313581641,4.925931155
2026-07-06,id1531467766,sojoyapp_int,0,1,1,,,
2026-07-06,com.univision.prendetv,winclap,5139,23,23,,,
2026-07-06,id1531467766,,0,0,0,,,
2026-07-06,com.univision.prendetv,entravision,79343,134,134,,,
2026-07-06,com.univision.prendetv,tiktokglobal_int,11445,120,120,,,
2026-07-06,com.univision.prendetv,Social_Facebook_comment,0,0,0,,,
2026-07-06,com.univision.prendetv,Social_Univision,0,0,0,,,
2026-07-06,com.univision.prendetv,crm_vix_svod_eml,0,0,0,,,
2026-07-06,id1531467766,Digital_Promo,0,0,0,,,
2026-07-06,id1531467766,Twitter_Paid,0,0,0,,,
2026-07-06,id1531467766,Product_vix,0,0,0,,,
2026-07-06,id1531467766,MiQ_int,0,0,0,,,
2026-07-06,id1531467766,Social_facebook,0,0,0,,,
2026-07-06,com.univision.prendetv,Digital_Promo,0,0,0,,,
2026-07-06,com.univision.prendetv,xiaomipai_int,1,0,0,,,
2026-07-06,com.univision.prendetv,Social_facebook,4,0,0,,,
2026-07-06,id1531467766,Altan_Redes,0,0,0,,,
2026-07-06,com.univision.prendetv,Digital_Web_LCDLF,0,0,0,,,
2026-07-06,id1531467766,Social_instagram,0,0,0,,,
2026-07-06,com.univision.prendetv,appgradear424,300094,379,379,,,
2026-07-06,com.univision.prendetv,organic,325486,485,485,,,
2026-07-06,com.univision.prendetv,Digital,450,1,1,,,
2026-07-06,id1531467766,world_cup_sports_page,2,0,0,,,
2026-07-06,com.univision.prendetv,MiQ_int,3,0,0,,,
2026-07-06,com.univision.prendetv,Social_YouTube_longform,0,0,0,,,
2026-07-06,com.univision.prendetv,miqdigitaluk,332,6,6,,,
2026-07-06,id1531467766,Social_YouTube_longform,0,0,0,,,
2026-07-06,id1531467766,Facebook_Paid,0,0,0,,,
2026-07-06,com.univision.prendetv,QR_code,85,0,0,,,
2026-07-06,com.univision.prendetv,Facebook_Paid,0,0,0,,,
2026-07-06,com.univision.prendetv,Social_instagram,0,0,0,,,
2026-07-06,com.univision.prendetv,crm_vix_avod_eml,0,0,0,,,
2026-07-06,com.univision.prendetv,OneFootball,165,0,0,,,
2026-07-06,com.univision.prendetv,Social_Facebook_image,1,0,0,,,
2026-07-06,com.univision.prendetv,influencers,0,0,0,,,
2026-07-06,id1531467766,QR_code,27,0,0,,,
2026-07-06,com.univision.prendetv,lychee,26699,582,582,,,
2026-07-06,com.univision.prendetv,product_vix,16398,164,164,,,
2026-07-06,id1531467766,QR_code_Arelys,0,0,0,,,
2026-07-06,com.univision.prendetv,Social_Televisa,0,0,0,,,
2026-07-06,com.univision.prendetv,rocket,3108,119,119,,,
2026-07-06,id1531467766,Social_Univision,0,0,0,,,
2026-07-06,com.univision.prendetv,Social_tiktok,8,0,0,,,
2026-07-06,com.univision.prendetv,Digital_Web_Univision,0,0,0,,,
2026-07-06,id1531467766,crm_vix_svod_eml,0,0,0,,,
2026-07-06,com.univision.prendetv,oppopaipreinstall_int,1,0,0,,,
2026-07-06,com.univision.prendetv,Web_article,1,0,0,,,
2026-07-06,com.univision.prendetv,dv360_int,0,2,2,,,
2026-07-06,com.univision.prendetv,Altan_Redes,52,0,0,,,
2026-07-06,com.univision.prendetv,world_cup_sports_page,4,0,0,,,
2026-07-06,id1531467766,Social_Facebook_comment,0,0,0,,,
2026-07-06,id1531467766,Social_Facebook_longform,1,0,0,,,
2026-07-06,id1531467766,Social_tiktok,5,0,0,,,
2026-07-06,id1531467766,TikTok_Paid,17,0,0,,,
2026-07-06,com.univision.prendetv,bcnagency,1385,7,7,,,
2026-07-06,id1531467766,Digital_Web_Univision,0,0,0,,,
2026-07-06,id1531467766,dv360_int,0,0,0,,,
2026-07-06,com.univision.prendetv,QR_code_Arelys,0,0,0,,,
2026-07-06,id1531467766,OneFootball,69,1,1,,,
2026-07-06,com.univision.prendetv,googleadwords_int,221323,396,396,,,
2026-07-06,com.univision.prendetv,Twitter_Paid,0,0,0,,,
2026-07-06,id1531467766,starrisedzf_int,0,0,0,,,
2026-07-06,id1531467766,influencers,0,0,0,,,
2026-07-06,com.univision.prendetv,Product_vix,0,0,0,,,
2026-07-06,com.univision.prendetv,Cross_sale,0,0,0,,,
2026-07-06,com.univision.prendetv,,57,0,0,,,
2026-07-06,com.univision.prendetv,Social_Facebook_longform,4,0,0,,,
2026-07-06,com.univision.prendetv,TikTok_Paid,22,0,0,,,
2026-07-06,id1531467766,Social_Televisa,0,0,0,,,
2026-07-06,id1531467766,Digital,222,0,0,,,
2026-07-06,com.univision.prendetv,starrisedzf_int,0,0,0,,,
2026-07-13,id1531467766,appgradear424,156846,536,536,2162.209353,0.01378555623,4.033972673
2026-07-13,id1531467766,lychee,178389,322,322,1569.97076,0.008800827179,4.875685589
2026-07-13,id1531467766,organic,57351,114,114,551.0793529,0.009608888299,4.834029411
2026-07-13,id1531467766,tiktokglobal_int,190,35,35,178.3923406,0.9389070556,5.096924016
2026-07-13,id1531467766,rocket,10452,26,26,102.3295995,0.009790432401,3.935753825
2026-07-13,id1531467766,entravision,4574,12,12,74.94398342,0.01638477993,6.245331952
2026-07-13,id1531467766,googleadwords_int,77,24,24,60.7918416,0.7895044363,2.5329934
2026-07-13,id1531467766,product_vix,3737,30,30,45.48729262,0.01217214146,1.516243087
2026-07-13,id1531467766,Apple Search Ads,16016,13,13,36.80586698,0.002298068617,2.831220537
2026-07-13,id1531467766,Digital_Web_LCDLF,0,2,2,28.55425841,,14.27712921
2026-07-13,id1531467766,bcnagency,12098,6,6,19.91074873,0.001645788455,3.318458122
2026-07-13,id1531467766,miqdigitaluk,3,2,2,11.38736959,3.795789862,5.693684794
2026-07-13,com.univision.prendetv,Cross_sale,0,0,0,,,
2026-07-13,com.univision.prendetv,crm_vix_svod_eml,0,0,0,,,
2026-07-13,id1531467766,Social_Facebook_image,0,0,0,,,
2026-07-13,com.univision.prendetv,Social_facebook,1,0,0,,,
2026-07-13,id1531467766,Facebook_Paid,2,0,0,,,
2026-07-13,com.univision.prendetv,product_vix,10543,36,36,,,
2026-07-13,id1531467766,Altan_Redes,4,0,0,,,
2026-07-13,com.univision.prendetv,starrisedzf_int,0,0,0,,,
2026-07-13,id1531467766,TikTok_Paid,9,0,0,,,
2026-07-13,com.univision.prendetv,QR_code_Arelys,0,0,0,,,
2026-07-13,id1531467766,Social_tiktok,3,0,0,,,
2026-07-13,com.univision.prendetv,crm_vix_avod_eml,0,0,0,,,
2026-07-13,com.univision.prendetv,Altan_Redes,77,0,0,,,
2026-07-13,com.univision.prendetv,,34,0,0,,,
2026-07-13,com.univision.prendetv,Digital,209,0,0,,,
2026-07-13,com.univision.prendetv,Social_Televisa,0,0,0,,,
2026-07-13,id1531467766,starrisedzf_int,0,0,0,,,
2026-07-13,com.univision.prendetv,tiktokglobal_int,2844,33,33,,,
2026-07-13,com.univision.prendetv,entravision,3386,3,3,,,
2026-07-13,com.univision.prendetv,MiQ_int,3,0,0,,,
2026-07-13,com.univision.prendetv,winclap,2270,9,9,,,
2026-07-13,id1531467766,Social_Facebook_longform,2,0,0,,,
2026-07-13,id1531467766,influencers,0,0,0,,,
2026-07-13,com.univision.prendetv,Social_Facebook_longform,2,0,0,,,
2026-07-13,com.univision.prendetv,dv360_int,0,0,0,,,
2026-07-13,com.univision.prendetv,Social_Univision,0,0,0,,,
2026-07-13,id1531467766,Social_facebook,1,0,0,,,
2026-07-13,com.univision.prendetv,world_cup_sports_page,11,0,0,,,
2026-07-13,id1531467766,Digital_Promo,0,0,0,,,
2026-07-13,id1531467766,QR_code,23,0,0,,,
2026-07-13,com.univision.prendetv,influencers,0,0,0,,,
2026-07-13,com.univision.prendetv,Digital_Web_LCDLF,0,0,0,,,
2026-07-13,com.univision.prendetv,rocket,2082,42,42,,,
2026-07-13,com.univision.prendetv,oppopaipreinstall_int,4,0,0,,,
2026-07-13,com.univision.prendetv,Social_Facebook_comment,0,0,0,,,
2026-07-13,id1531467766,Twitter_Paid,1,0,0,,,
2026-07-13,com.univision.prendetv,QR_code,64,0,0,,,
2026-07-13,com.univision.prendetv,Product_vix,0,0,0,,,
2026-07-13,id1531467766,OneFootball,40,0,0,,,
2026-07-13,com.univision.prendetv,bcnagency,11448,1,1,,,
2026-07-13,id1531467766,Social_instagram,0,0,0,,,
2026-07-13,com.univision.prendetv,Twitter_Paid,0,0,0,,,
2026-07-13,com.univision.prendetv,Social_tiktok,8,1,1,,,
2026-07-13,id1531467766,sojoyapp_int,0,0,0,,,
2026-07-13,com.univision.prendetv,lychee,216603,117,118,,,
2026-07-13,id1531467766,Digital,149,2,2,,,
2026-07-13,id1531467766,,0,0,0,,,
2026-07-13,id1531467766,world_cup_sports_page,2,0,0,,,
2026-07-13,id1531467766,dv360_int,0,0,0,,,
2026-07-13,id1531467766,MiQ_int,1,0,0,,,
2026-07-13,com.univision.prendetv,Social_YouTube_longform,1,0,0,,,
2026-07-13,com.univision.prendetv,Digital_Web_Univision,0,0,0,,,
2026-07-13,com.univision.prendetv,TikTok_Paid,18,0,0,,,
2026-07-13,com.univision.prendetv,appgradear424,184548,184,186,,,
2026-07-13,com.univision.prendetv,Social_Facebook_image,0,0,0,,,
2026-07-13,id1531467766,QR_code_Arelys,0,0,0,,,
2026-07-13,id1531467766,Product_vix,0,0,0,,,
2026-07-13,com.univision.prendetv,OneFootball,60,0,0,,,
2026-07-13,com.univision.prendetv,Social_instagram,0,0,0,,,
2026-07-13,com.univision.prendetv,googleadwords_int,147429,75,75,,,
2026-07-13,id1531467766,crm_vix_svod_eml,0,0,0,,,
2026-07-13,id1531467766,crm_vix_avod_eml,0,0,0,,,
2026-07-13,com.univision.prendetv,organic,206588,90,90,,,
2026-07-13,id1531467766,Social_Televisa,0,0,0,,,
2026-07-13,com.univision.prendetv,miqdigitaluk,94,1,1,,,
2026-07-13,com.univision.prendetv,xiaomipai_int,4,0,0,,,
2026-07-13,com.univision.prendetv,Facebook_Paid,28,0,0,,,
2026-07-13,com.univision.prendetv,Web_article,0,0,0,,,
2026-07-13,id1531467766,Digital_Web_Univision,0,0,0,,,
2026-07-20,id1531467766,organic,4018,0,0,,,
2026-07-20,id1531467766,product_vix,163,0,0,,,
2026-07-20,com.univision.prendetv,Facebook_Paid,1,0,0,,,
2026-07-20,com.univision.prendetv,product_vix,531,0,0,,,
2026-07-20,com.univision.prendetv,Product_vix,0,0,0,,,
